9.811478551663089576e+00	6.847466851052432801e+00	-2.209901781979513924e+00	-1.287291389714088741e+00	-2.314033859983785302e+00	-2.355100556997729855e-01	-2.258531290593636776e+00	-3.805600356525374317e-01	-2.474972244350902795e+00	1.724167492875544383e+00	6.287160279889223435e-01	9.597771168209313641e-01	-7.644752534411600742e-01	1.580141707619443947e+00	-3.001653516838563629e+00	-5.060688928503290218e-02	1.475032574948091646e-01	6.632683240912583544e-01	1.502495749287332760e+00	7.117949473287145112e-01
2.409884306916290519e+00	7.247329681563587478e+00	-2.196391123919813282e+00	2.394082742522786411e+00	5.419816505108425719e-01	-2.609105090361288681e+00	2.761786626652235621e-01	-2.124190403876118349e+00	4.256175326254152402e+00	-1.729874823100211456e-01	2.982318455148805780e-01	5.146031433087260298e-01	8.193713781642145699e-01	5.731293148840422846e-01	-1.785188314998002790e+00	-3.619894535229630339e+00	3.118338395907245264e+00	-3.764445779847321205e+00	5.972399123286489697e+00	-2.892363646565880408e+00
3.941704487973614057e+00	-6.088840007691521450e+00	5.427699926475031411e-01	-2.474002654428480996e-01	-4.576308768684626216e+00	1.429429585730338736e+00	-3.767210914929022825e-01	1.597130263036921960e+00	1.462342287925518125e+00	1.026023769579728295e+00	1.737212354506792789e+00	2.422762447876404490e+00	-2.786257306455003135e+00	-1.322173768731640831e+00	7.327209086882084943e-01	9.461373295345697487e-01	-1.107430596350855501e+00	3.565354584534979887e-01	3.645094622047026167e+00	4.532591627456313610e+00
4.613390487090954117e+00	-1.199804501459964312e+00	6.980504813723285906e+00	-3.731967579110891720e+00	-1.796360041356152681e+00	-3.214617344564094203e+00	1.753224426121577473e+00	-3.023284478323418512e+00	2.746542223182606990e-01	-1.130811712649359091e+00	2.849496442797824880e+00	3.222845717661219078e-01	3.040888311012249545e+00	-2.896434868485017411e+00	-3.350077246983196311e+00	2.032674100042463350e-01	-1.258100839248180725e+00	3.517199567910159530e+00	-1.876800834579271493e+00	3.921691260665317813e+00
6.251704357657651201e+00	-1.002599743134795851e+01	1.292409825510504362e+01	2.264506762905931503e-01	6.203012018092944613e-02	3.211782712139674700e+00	5.226989796092822438e+00	-1.252235746019602969e+00	2.467525394160553776e-02	4.980434765574854872e+00	-1.111139349635444873e+01	-3.453788783500305826e+00	3.856108142578420495e+00	-5.666932638313137538e+00	3.287966455332597793e+00	-5.398720780387933349e-01	-4.264540394761164421e+00	-1.354476977571259066e+00	7.996524975537507851e-01	6.056199193600842356e+00
5.501873147673874698e+00	3.154047208659094714e+00	-9.584959193177277070e-01	9.875012424784734844e-01	-4.445161105714102945e+00	-1.094806708211769841e+00	-2.014311019467932784e+00	-2.206282012972588635e+00	8.976661025924583814e-01	-1.407763784387265016e+00	3.746182711759860950e+00	2.447156794508536848e+00	-1.710067340398890412e+00	1.330702119325681831e-01	3.877296272165358104e+00	1.391398715097113215e+00	-1.371154998369827016e+00	3.070338034967876606e+00	-2.650910874684410778e+00	6.853356597680914097e-01
3.093086168424387328e+00	-4.340017445169001675e+00	9.708845935208639588e+00	-2.774939073011860047e-01	6.576348481429886705e-01	-2.707617254173863675e+00	7.305955437567814847e+00	-5.719540656073538898e+00	7.957806112157341794e+00	-2.733249747095681137e+00	-6.386450288850056722e+00	-3.677905973743392232e-01	2.675060961560968398e+00	-9.796542852788504563e-01	3.449611099783918000e+00	6.170021331786915697e-01	3.061513479670826765e+00	-1.869894185270233988e+00	2.480524751968272434e-01	-1.582400346712236949e+00
5.935766862195182902e+00	-6.158672753423816815e+00	1.242834418206847324e+01	5.282536991833423068e-01	-8.221239334274765831e-01	-1.962741797117451448e+00	3.168809441928716053e-01	9.568269753122893295e-01	-2.907999477306147718e+00	-7.923636445547880269e-01	-1.484836503575407862e+00	5.443455069957541248e-01	2.865536354673990704e+00	-4.291583873925209680e+00	1.388054243320416825e+00	3.919889743842092766e+00	7.931196388758955662e-02	-8.495978953255495236e-01	-1.386622728452062692e+00	3.371992186706314509e+00
2.606523323620443922e+00	-6.205494469164000826e+00	9.227341369976274521e+00	1.289507319151046216e+00	3.548775958974741962e-01	2.938927554793125951e-01	3.909277526961982385e+00	-3.097992059640823026e+00	3.556556862379895545e+00	1.017147227806982412e+00	-8.907307675122400070e+00	-5.605290946206269442e-01	5.358321626130080340e-01	-1.845443968076631691e+00	-9.193400023592972203e-03	-2.027817235346104585e+00	1.341082806880171396e-01	1.013295642287732168e+00	-1.258214779402619943e+00	1.393945564223683320e+00
9.023867799770853182e+00	3.797663264879772349e+00	6.416817004602688890e+00	-2.361812070202276848e-01	-3.170767292277457461e+00	-3.374644717462880195e+00	-2.403850409178144965e+00	1.153469402458807552e-01	-5.580215202301848088e-01	8.810208252649718297e-01	7.261954283928472087e+00	2.742348258203734179e+00	2.427970708585935000e+00	-1.377446764047347560e+00	3.151180366117684706e+00	-1.460288314871154070e+00	2.344672566143723991e+00	6.977655081792701885e-01	-1.347959602800879730e-01	-1.919719852523521730e+00
